County,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lawrence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,38.07,38.07,43.93,43.93,46.86,46.86,46.86,49.79,52.72,52.72,58.57,58.57,58.57,58.57
Livingston,2.79,2.79,16.75,16.75,16.75,16.75,16.75,16.75,16.75,19.54,27.92,30.71,30.71,30.71
Logan,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,7.15
Macon,30.77,30.77,30.77,30.77,38.46,39.42,39.42,42.31,43.27,43.27,44.23,50.0,50.96,50.96
Macoupin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madison,13.16,13.54,14.67,15.8,16.55,18.05,19.18,21.82,23.7,25.95,27.46,33.85,48.52,63.19
Marion,10.6,10.6,18.55,18.55,23.85,26.5,31.81,60.96,82.16,113.97,151.08,174.93,198.79,212.04
Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Massac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McDonough,44.06,44.06,55.07,58.74,58.74,58.74,62.41,66.08,69.76,77.1,77.1,84.44,84.44,84.44
McHenry,19.34,21.27,22.56,22.89,24.82,28.04,30.62,31.91,32.23,34.49,36.75,39.0,41.26,42.23
McLean,16.96,18.13,20.47,21.64,25.15,27.49,30.42,35.1,35.68,36.85,38.61,43.29,47.97,49.14
Menard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mercer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,5.72,5.72,8.58,8.58,8.58
Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15
Moultrie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ogle,3.86,3.86,5.79,5.79,5.79,5.79,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72
Peoria,35.75,36.3,37.95,39.05,41.25,44.0,45.65,47.3,49.5,49.5,51.15,52.8,55.0,56.1
Perry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulaski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Putnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randolph,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89
Richland,56.92,88.53,107.51,126.48,126.48,126.48,139.13,196.04,196.04,196.04,196.04,196.04,196.04,196.04
Rock Island,22.81,22.81,22.81,22.81,24.19,24.88,26.27,52.53,62.21,70.5,81.56,91.93,102.3,119.58
Saline,16.83,16.83,21.04,21.04,21.04,25.24,25.24,25.24,25.24,25.24,25.24,29.45,33.66,79.94
Sangamon,29.03,30.05,31.07,34.12,37.18,37.69,39.22,40.75,42.78,48.38,51.95,57.55,60.61,66.72
Schuyler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shelby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Clair,9.71,12.04,14.37,15.15,16.32,17.48,19.04,21.37,22.92,27.58,29.91,32.63,36.13,38.85
Stark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephenson,24.65,26.89,40.33,44.81,44.81,44.81,49.29,51.53,56.02,71.7,80.66,85.14,89.63,91.87
Tazewell,20.56,25.13,27.41,27.41,28.93,28.93,29.69,31.22,31.22,32.74,32.74,33.5,33.5,35.02
Union,34.79,34.79,34.79,34.79,34.79,34.79,34.79,34.79,34.79,34.79,34.79,40.59,69.59,75.39
Vermilion,31.0,32.35,37.74,37.74,39.09,43.13,45.83,48.53,49.87,53.92,57.96,64.7,71.44,79.53
Wabash,17.6,35.21,44.01,52.81,70.42,88.02,96.82,114.43,114.43,114.43,114.43,123.23,123.23,123.23
Warren,5.94,5.94,5.94,5.94,5.94,5.94,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,12.36,12.36,12.36,18.54,18.54,18.54,24.72,30.9,30.9,30.9,30.9,30.9,37.09,37.09
White,14.41,14.41,14.41,14.41,14.41,14.41,14.41,21.62,21.62,28.82,28.82,28.82,28.82,28.82
Whiteside,17.96,17.96,19.75,21.55,23.34,23.34,23.34,25.14,25.14,26.93,28.73,28.73,28.73,28.73
Will,6.46,7.61,8.47,8.9,9.62,10.48,11.49,12.06,12.92,13.5,14.79,16.23,17.81,19.1
Williamson,17.87,26.8,32.76,35.74,35.74,37.23,43.18,44.67,44.67,47.65,49.14,72.97,142.96,166.78
Winnebago,13.67,14.02,14.37,15.07,15.07,15.77,16.12,16.82,17.17,40.3,46.26,46.96,49.76,50.81
Woodford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
