County,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Wabash,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27
Wayne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whiteside,5.39,5.39,5.39,5.39,5.39,5.39,5.39,7.18,7.18,7.18,7.18,7.18,7.18,7.18
Will,6.89,7.18,7.75,7.75,7.9,8.33,8.9,9.05,9.33,9.48,9.48,9.48,9.48,9.48
Williamson,22.34,22.34,23.83,23.83,23.83,23.83,25.32,26.8,26.8,28.29,31.27,31.27,31.27,32.76
Winnebago,24.88,25.58,26.28,26.28,26.63,26.98,27.69,28.39,28.74,29.79,29.79,30.14,30.49,30.49
Woodford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
