County,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Saline,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21
Sangamon,24.45,26.48,28.01,29.54,30.56,31.07,33.11,35.14,37.18,38.71,38.71,39.73,40.24,42.27
Schuyler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shelby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Clair,14.37,18.26,18.65,19.04,19.43,20.2,21.37,22.92,25.25,25.25,25.64,25.64,25.64,25.64
Stark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephenson,8.96,8.96,8.96,8.96,11.2,11.2,11.2,11.2,13.44,13.44,13.44,13.44,13.44,13.44
Tazewell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vermilion,9.44,9.44,9.44,9.44,10.78,10.78,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13
Wabash,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,17.6,17.6,17.6,17.6,17.6
Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,0.0,0.0,0.0,0.0,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27
Wayne,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,18.54,18.54,18.54,18.54,18.54
White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,7.21,7.21,14.41,14.41
Whiteside,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18
Will,6.75,6.89,7.04,7.32,7.32,7.47,7.47,7.61,7.61,7.61,7.61,7.75,7.75,7.75
Williamson,16.38,16.38,17.87,17.87,17.87,17.87,17.87,19.36,19.36,19.36,22.34,22.34,22.34,25.32
Winnebago,11.56,11.92,12.27,12.27,12.62,13.67,13.67,14.02,14.02,14.02,14.02,14.02,14.02,14.02
Woodford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
