Year,County,Total_Deaths,Diseases_of_Heart,Malignant_Neoplasms,Accidents,COVID_19,Cerebrovascular_Diseases,Chronic_Lower_Respiratory_Diseases,Alzheimers_Disease,Diabetes_Mellitus,Nephritis_Nephrotic_Syndrome_Nephrosis,Influenza_and_Pneumonia,Septicemia,Intentional_Self_Harm,Chronic_Liver_Disease_Cirrhosis,All_Other_Causes
2022,DeWitt,186,49,35,5,11,6,12,13,4,1,3,0,0,0,0
2022,Douglas,239,42,50,17,18,18,8,11,3,3,8,0,0,0,0
2022,DuPage,7310,1551,1507,306,339,505,273,298,147,173,122,0,0,0,0
2022,Edgar,254,77,62,12,13,10,10,5,3,2,1,0,0,0,0
2022,Edwards,76,19,20,1,6,2,2,5,2,4,1,0,0,0,0
2022,Effingham,391,59,77,16,28,15,16,24,22,9,7,0,0,0,0
2022,Fayette,275,46,49,13,25,8,9,14,5,9,10,0,0,0,0
2022,Ford,195,52,29,5,13,11,11,9,6,5,5,0,0,0,0
2022,Franklin,591,104,113,25,45,30,51,13,35,12,8,0,0,0,0
2022,Fulton,532,105,99,20,41,13,38,22,14,12,8,0,0,0,0
2022,Gallatin,97,23,18,3,6,4,7,2,1,5,2,0,0,0,0
2022,Greene,198,43,35,10,17,12,11,5,9,6,7,0,0,0,0
2022,Grundy,518,119,110,28,34,32,14,9,13,12,10,0,0,0,0
2022,Hamilton,119,31,26,4,10,6,4,4,6,6,0,0,0,0,0
2022,Hancock,227,56,44,13,16,10,14,8,7,7,3,0,0,0,0
2022,Hardin,74,11,18,2,7,1,8,1,3,1,2,0,0,0,0
2022,Henderson,83,21,21,6,2,2,4,7,1,2,2,0,0,0,0
2022,Henry,580,132,127,19,42,24,40,8,14,10,11,0,0,0,0
2022,Iroquois,452,110,86,23,31,21,32,21,18,9,7,0,0,0,0
2022,Jackson,567,131,101,33,43,21,37,16,14,12,10,0,0,0,0
2022,Jasper,134,27,31,6,6,9,10,5,3,2,3,0,0,0,0
2022,Jefferson,506,113,105,33,30,13,40,26,15,11,10,0,0,0,0
2022,Jersey,295,70,61,10,21,15,24,10,13,4,3,0,0,0,0
2022,Jo Daviess,309,65,73,17,13,16,12,12,5,8,2,0,0,0,0
2022,Johnson,162,37,30,10,6,3,13,5,8,2,3,0,0,0,0
2022,Kane,3992,755,789,195,235,292,140,146,103,121,49,0,0,0,0
2022,Kankakee,1231,330,218,79,59,77,41,40,31,29,16,0,0,0,0
2022,Kendall,757,133,165,38,45,45,25,34,26,29,6,0,0,0,0
2022,Knox,742,161,139,33,55,30,42,37,16,24,13,0,0,0,0
2022,Lake,5433,1080,1165,282,290,237,201,219,142,147,89,0,0,0,0
2022,LaSalle,1383,338,250,101,78,63,89,83,23,21,20,0,0,0,0
2022,Lawrence,186,37,29,10,6,13,16,8,4,4,2,0,0,0,0
2022,Lee,415,104,84,16,17,17,17,12,8,12,7,0,0,0,0
2022,Livingston,497,126,87,24,37,25,39,20,9,7,10,0,0,0,0
2022,Logan,378,75,85,17,16,15,27,16,9,7,9,0,0,0,0
2022,McDonough,333,93,62,13,28,11,15,9,8,7,5,0,0,0,0
2022,McHenry,2620,570,602,120,109,149,112,88,76,57,34,0,0,0,0
2022,McLean,1433,319,278,76,78,68,86,84,48,29,24,0,0,0,0
2022,Macoupin,676,167,123,34,29,41,43,20,22,17,11,0,0,0,0
2022,Madison,3294,727,653,225,203,200,135,121,89,69,65,0,0,0,0
2022,Marion,584,130,116,37,48,19,53,15,16,13,6,0,0,0,0
2022,Marshall,182,51,32,13,11,9,6,8,1,5,3,0,0,0,0
2022,Mason,203,51,25,12,11,12,9,5,4,6,4,0,0,0,0
2022,Massac,235,34,41,10,9,12,18,27,10,3,3,0,0,0,0
2022,Menard,145,29,40,3,14,5,7,3,3,3,1,0,0,0,0
2022,Mercer,221,53,47,8,11,7,19,6,1,2,2,0,0,0,0
2022,Monroe,368,71,72,19,28,17,20,10,11,10,5,0,0,0,0
2022,Montgomery,384,70,90,15,23,25,23,13,9,6,6,0,0,0,0
2022,Morgan,473,102,93,29,31,21,30,13,7,14,3,0,0,0,0
2022,Moultrie,197,41,36,9,11,10,8,3,8,3,2,0,0,0,0
2022,Ogle,577,125,126,24,24,19,38,22,20,16,6,0,0,0,0
2022,Peoria,2054,427,378,164,114,110,93,83,52,29,29,0,0,0,0
2022,Perry,274,53,61,15,13,12,13,13,14,9,8,0,0,0,0
2022,Piatt,187,33,35,8,7,7,10,5,5,3,5,0,0,0,0
2022,Pike,238,48,33,15,25,12,24,5,6,3,5,0,0,0,0
2022,Pope,62,12,16,1,3,9,2,1,1,2,0,0,0,0,0
2022,Pulaski,102,43,17,3,3,4,4,0,2,1,1,0,0,0,0
2022,Putnam,49,13,10,3,3,3,4,2,1,2,0,0,0,0,0
2022,Randolph,382,82,77,26,23,24,25,8,6,10,3,0,0,0,0
2022,Richland,237,57,45,11,11,18,14,3,6,5,6,0,0,0,0
2022,Rock Island,1733,385,301,83,90,83,90,49,82,40,25,0,0,0,0
2022,St. Clair,2881,604,519,194,118,181,146,86,130,61,40,0,0,0,0
2022,Saline,369,84,65,19,25,11,25,8,20,9,9,0,0,0,0
2022,Sangamon,2228,480,407,140,102,93,107,67,60,50,45,0,0,0,0
2022,Schuyler,98,23,17,7,3,4,6,0,1,1,1,0,0,0,0
2022,Scott,69,13,16,2,5,2,3,3,5,2,2,0,0,0,0
2022,Shelby,290,59,67,13,25,20,14,7,4,7,4,0,0,0,0
2022,Stark,75,17,12,6,7,4,2,4,1,1,3,0,0,0,0
2022,Stephenson,636,131,113,31,62,30,31,22,20,14,14,0,0,0,0
2022,Union,233,55,53,9,9,8,21,10,11,8,3,0,0,0,0
2022,Vermilion,1156,209,222,72,58,49,84,28,46,22,22,0,0,0,0
2022,Wabash,167,28,36,3,8,9,15,8,3,9,2,0,0,0,0
2022,Warren,208,46,40,10,11,10,20,5,7,9,0,0,0,0,0
2022,Washington,181,39,40,12,8,4,12,8,6,4,5,0,0,0,0
2022,Wayne,269,49,52,10,20,5,17,20,12,5,4,0,0,0,0
2022,White,242,55,37,12,16,6,26,13,8,9,3,0,0,0,0
2022,White,775,164,167,37,52,52,33,14,18,17,12,0,0,0,0
2022,Will,5565,1151,1155,320,339,296,245,179,162,140,84,0,0,0,0
2022,Will,886,170,150,41,70,41,71,15,24,29,15,0,0,0,0
2022,Winnebago,3457,792,636,235,197,166,183,138,103,84,40,0,0,0,0
2022,Woodford,448,115,82,22,22,24,25,32,10,9,7,0,0,0,0
