Year,County,Total_Deaths,Diseases_of_Heart,Malignant_Neoplasms,Accidents,COVID_19,Cerebrovascular_Diseases,Chronic_Lower_Respiratory_Diseases,Alzheimers_Disease,Diabetes_Mellitus,Nephritis_Nephrotic_Syndrome_Nephrosis,Influenza_and_Pneumonia,Septicemia,Intentional_Self_Harm,Chronic_Liver_Disease_Cirrhosis,All_Other_Causes
2022,ILLINOIS,122977,26791,23622,7482,7149,6622,5324,4238,3526,2879,1969,0,0,0,0
2022,Adams,837,164,156,45,53,42,61,18,28,20,11,0,0,0,0
2022,Alexander,96,18,21,4,7,4,9,1,6,1,0,0,0,0,0
2022,Bond,193,53,43,8,16,10,6,3,7,3,1,0,0,0,0
2022,Boone,502,115,95,28,27,30,28,13,12,6,5,0,0,0,0
2022,Brown,56,12,8,2,3,3,4,2,2,0,0,0,0,0,0
2022,Bureau,425,94,84,36,28,24,25,14,2,16,6,0,0,0,0
2022,Calhoun,87,19,11,7,7,5,6,3,6,0,0,0,0,0,0
2022,Carroll,240,58,56,10,16,11,8,4,7,3,1,0,0,0,0
2022,Cass,128,20,26,2,6,11,8,2,7,1,7,0,0,0,0
2022,Champaign,1524,330,271,116,72,66,63,71,35,28,26,0,0,0,0
2022,Champaign,922,214,153,72,39,39,41,41,21,13,18,0,0,0,0
2022,Christian,447,122,79,10,33,20,31,10,5,9,14,0,0,0,0
2022,Clark,217,50,46,12,10,6,10,8,7,6,0,0,0,0,0
2022,Clay,190,57,41,10,13,10,9,7,2,7,4,0,0,0,0
2022,Clinton,371,107,77,16,23,15,17,9,11,8,6,0,0,0,0
2022,Coles,588,121,107,29,36,16,33,16,19,13,9,0,0,0,0
2022,Cook,45837,10270,8451,3268,2757,2578,1444,1451,1363,1080,764,0,0,0,0
2022,Chicago,22108,5018,3893,1959,1319,1164,623,506,739,505,375,0,0,0,0
2022,Suburban Cook,23729,5252,4558,1309,1438,1414,821,945,624,575,389,0,0,0,0
2022,Crawford,277,57,39,13,16,14,19,7,12,6,3,0,0,0,0
2022,Cumberland,125,30,19,4,8,6,5,5,4,1,2,0,0,0,0
2022,DeKalb,835,181,177,49,56,39,43,27,15,22,9,0,0,0,0
