Year,County,Total_Deaths,Diseases_of_Heart,Malignant_Neoplasms,Accidents,COVID_19,Cerebrovascular_Diseases,Chronic_Lower_Respiratory_Diseases,Alzheimers_Disease,Diabetes_Mellitus,Nephritis_Nephrotic_Syndrome_Nephrosis,Influenza_and_Pneumonia,Septicemia,Intentional_Self_Harm,Chronic_Liver_Disease_Cirrhosis,All_Other_Causes
2008,Montgomery,390,100,89,37,20,16,24,8,13,7,2,5,1,68,442
2008,Ogle,442,93,98,32,29,18,23,13,10,13,7,9,2,95,0
2008,Peoria,1754,433,413,108,95,66,49,44,55,45,41,23,19,363,0
2008,Perry,269,66,61,14,17,14,8,14,6,4,2,2,1,60,0
2008,Piatt,167,34,40,7,8,9,4,7,6,2,0,0,3,47,0
2008,Pike,212,40,45,13,15,7,4,7,9,6,5,1,4,56,0
2008,Pope,57,14,15,2,7,3,1,0,1,1,0,1,1,11,0
2008,Pulaski,83,26,14,5,5,3,2,1,1,4,0,2,0,20,0
2008,Putnam,56,7,22,3,3,7,2,2,0,1,2,2,2,3,0
2008,Randolph,372,82,79,26,31,12,17,16,9,8,2,3,1,86,0
2008,Richland,211,44,42,15,17,13,0,2,8,10,3,2,2,53,0
2008,St. Clair,2477,574,563,137,158,110,89,108,39,55,47,31,23,543,0
2008,Saline,381,89,86,25,18,12,27,10,10,13,4,4,7,76,0
2008,Sangamon,1782,415,389,116,108,87,34,40,48,49,25,14,35,422,0
2008,Schuyler,80,29,17,1,6,3,0,5,1,2,0,1,1,14,0
2008,Scott,50,15,12,2,3,3,0,1,0,0,2,2,0,10,0
2008,Shelby,262,67,68,16,11,15,3,9,9,9,2,2,3,48,0
2008,Stark,57,13,20,2,3,1,1,0,2,4,0,1,0,10,0
2008,Stephenson,512,107,124,40,38,19,10,14,8,9,9,6,4,124,0
2008,Tazewell,1353,284,308,74,82,57,74,33,44,34,21,13,9,320,0
2008,Union,222,56,51,12,10,8,10,2,10,12,6,3,2,40,0
2008,Vermilion,926,226,212,49,93,44,14,26,18,12,16,8,4,204,136
2008,Warren,209,64,33,21,8,11,4,3,9,4,2,7,2,41,0
2008,Washington,166,46,38,14,7,12,2,5,3,4,5,3,2,25,0
2008,Wayne,221,65,41,17,24,8,1,1,12,5,4,2,3,38,0
2008,White,207,60,42,8,24,4,8,4,5,8,6,3,0,35,0
2008,White,653,177,141,45,46,31,16,23,21,13,5,6,6,123,3820
2008,Will,758,189,154,44,65,36,31,16,17,33,16,13,8,136,0
2008,Winnebago,2644,618,655,149,152,142,67,49,45,67,29,25,39,607,0
2008,Woodford,344,85,57,23,22,15,19,8,9,4,0,3,4,95,0
