,2009,2010,2011
Diseases of heart,50,56,39
Malignant neoplasms,53,39,45
Cerebro vascular diseases (stroke),14,9,18
Chronic lower respiratory diseases,20,16,12
Accidents,12,13,7
Alzheimer's disease,9,15,5
"Nephritis, nephrotic syndrome and nephrosis",5,5,2
Diabetes mellitus,5,7,4
Influenza and pneumonia,4,7,5
Septicemia,2,1,7
Intentional self-harm (suicide),1,2,5
Chronic liver disease and cirrhosis,1,5,2
All other causes,38,29,47
