,2009,2010,2011
Diseases of heart,25,16,16
Malignant neoplasms,15,17,14
Cerebro vascular diseases (stroke),4,6,1
Chronic lower respiratory diseases,2,4,4
Accidents,4,6,6
Alzheimer's disease,7,7,6
"Nephritis, nephrotic syndrome and nephrosis",2,5,0
Diabetes mellitus,0,1,4
Influenza and pneumonia,3,2,1
Septicemia,2,1,1
Intentional self-harm (suicide),0,0,2
Chronic liver disease and cirrhosis,0,1,0
All other causes,20,17,26
