,2009,2010,2011
Diseases of heart,35,38,17
Malignant neoplasms,30,26,22
Cerebro vascular diseases (stroke),2,2,4
Chronic lower respiratory diseases,7,3,12
Accidents,9,4,5
Alzheimer's disease,9,2,7
"Nephritis, nephrotic syndrome and nephrosis",2,1,1
Diabetes mellitus,1,3,3
Influenza and pneumonia,7,4,2
Septicemia,3,1,2
Intentional self-harm (suicide),0,2,0
Chronic liver disease and cirrhosis,2,0,1
All other causes,25,35,31
