,2009,2010,2011
Diseases of heart,12,13,17
Malignant neoplasms,9,14,13
Cerebro vascular diseases (stroke),3,2,2
Chronic lower respiratory diseases,5,8,4
Accidents,3,5,3
Alzheimer's disease,0,0,1
"Nephritis, nephrotic syndrome and nephrosis",0,1,0
Diabetes mellitus,1,1,0
Influenza and pneumonia,2,6,2
Septicemia,2,0,1
Intentional self-harm (suicide),0,1,0
Chronic liver disease and cirrhosis,0,0,2
All other causes,13,9,18
