,2009,2010,2011
Diseases of heart,356,409,389
Malignant neoplasms,472,504,487
Cerebro vascular diseases (stroke),119,76,86
Chronic lower respiratory diseases,85,95,142
Accidents,87,89,80
Alzheimer's disease,52,48,58
"Nephritis, nephrotic syndrome and nephrosis",52,41,46
Diabetes mellitus,27,43,41
Influenza and pneumonia,41,27,33
Septicemia,17,27,22
Intentional self-harm (suicide),35,41,22
Chronic liver disease and cirrhosis,23,26,29
All other causes,350,439,457
