,2009,2010,2011
Diseases of heart,90,92,114
Malignant neoplasms,85,74,102
Cerebro vascular diseases (stroke),21,11,24
Chronic lower respiratory diseases,21,32,22
Accidents,18,22,20
Alzheimer's disease,12,5,10
"Nephritis, nephrotic syndrome and nephrosis",7,4,8
Diabetes mellitus,2,7,6
Influenza and pneumonia,13,17,11
Septicemia,8,1,3
Intentional self-harm (suicide),7,0,5
Chronic liver disease and cirrhosis,4,1,7
All other causes,71,72,76
