,2009,2010,2011
Diseases of heart,90,98,87
Malignant neoplasms,115,112,126
Cerebro vascular diseases (stroke),46,22,27
Chronic lower respiratory diseases,26,50,41
Accidents,23,28,18
Alzheimer's disease,40,46,48
"Nephritis, nephrotic syndrome and nephrosis",29,20,17
Diabetes mellitus,19,29,28
Influenza and pneumonia,10,14,13
Septicemia,15,20,16
Intentional self-harm (suicide),2,6,11
Chronic liver disease and cirrhosis,4,3,6
All other causes,101,99,106
