County,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Suburban Cook,623.42,371.42,399.64,334.02,431.8,430.49,455.42,585.36,597.17,624.07,576.17,536.14,556.48,484.3,538.76
Tazewell,62.43,31.98,31.22,26.65,51.01,36.55,45.68,64.72,44.92,59.39,54.06,75.37,82.99,64.72,69.28
Union,57.99,46.39,52.19,52.19,29.0,57.99,63.79,86.99,63.79,46.39,81.19,81.19,86.99,69.59,121.78
Vermilion,125.36,60.66,48.53,41.79,67.4,55.26,71.44,113.23,60.66,128.05,97.05,113.23,106.49,121.31,113.23
Wabash,79.22,79.22,132.03,52.81,61.61,96.82,35.21,61.61,44.01,96.82,88.02,88.02,96.82,79.22,132.03
Warren,47.52,35.64,47.52,35.64,59.4,65.34,35.64,130.68,35.64,95.04,89.1,106.92,77.22,89.1,118.8
Washington,50.87,50.87,29.07,72.67,14.53,87.2,65.4,87.2,101.74,50.87,101.74,43.6,72.67,58.14,87.2
Wayne,148.34,18.54,43.27,37.08,12.36,61.81,43.27,117.44,80.35,92.71,111.26,117.44,92.71,55.63,105.07
White,172.95,50.44,72.06,50.44,100.89,100.89,50.44,129.71,57.65,180.15,158.54,180.15,129.71,115.3,187.36
Whiteside,82.6,41.3,34.12,43.1,26.93,46.69,41.3,100.55,50.28,105.94,86.19,104.15,66.44,62.85,59.26
Will,27.57,23.12,25.13,23.55,27.0,25.71,28.29,30.73,37.34,36.91,36.19,34.18,30.88,28.72,35.18
Williamson,96.79,34.25,47.65,55.1,61.05,46.16,67.01,98.28,56.59,90.84,89.35,95.3,86.37,99.77,105.73
Winnebago,53.27,48.71,46.26,37.15,61.68,66.94,58.52,59.23,73.24,68.69,71.14,67.64,65.88,66.94,64.13
Woodford,57.19,41.59,36.39,23.4,36.39,41.59,57.19,75.39,23.4,62.39,36.39,62.39,59.79,33.8,64.99
