County,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Piatt,0.0,17.99,29.99,53.98,35.99,23.99,6.0,12.0,23.99,6.0,12.0,12.0,6.0,12.0,17.99
Pike,0.0,40.71,54.28,81.42,54.28,20.35,40.71,20.35,13.57,20.35,6.78,20.35,20.35,27.14,20.35
Pope,0.0,79.72,53.15,53.15,0.0,26.57,79.72,53.15,26.57,53.15,53.15,26.57,53.15,79.72,53.15
Pulaski,0.0,19.26,19.26,38.51,0.0,57.77,19.26,77.03,57.77,57.77,57.77,19.26,57.77,115.54,19.26
Putnam,0.0,17.74,35.48,53.22,0.0,35.48,53.22,0.0,17.74,0.0,17.74,17.74,17.74,17.74,35.48
Randolph,0.0,53.05,33.15,36.47,26.52,19.89,33.15,26.52,33.15,33.15,16.58,39.78,6.63,16.58,33.15
Richland,0.0,25.3,12.65,25.3,37.94,75.89,50.59,37.94,31.62,69.56,37.94,44.27,75.89,37.94,31.62
Rock Island,0.0,22.12,23.5,21.43,20.05,15.21,20.05,24.19,30.41,26.27,28.34,36.63,24.19,27.65,27.65
Saline,0.0,58.9,29.45,63.11,46.28,67.32,42.07,54.7,58.9,84.15,54.7,42.07,58.9,42.07,37.87
Sangamon,0.0,17.83,17.83,19.86,24.45,17.32,13.75,21.9,16.3,16.81,19.35,21.39,15.79,22.41,25.47
Schuyler,0.0,43.47,0.0,86.93,0.0,57.95,0.0,43.47,57.95,0.0,43.47,14.49,0.0,14.49,14.49
Scott,0.0,20.21,20.21,0.0,0.0,0.0,60.62,40.41,60.62,40.41,0.0,80.82,60.62,0.0,40.41
Shelby,0.0,9.53,14.29,28.59,4.76,19.06,14.29,14.29,9.53,23.82,14.29,23.82,38.11,9.53,33.35
St. Clair,0.0,22.92,33.41,35.35,18.26,23.31,21.76,29.53,26.81,27.97,23.7,22.92,23.31,24.48,23.7
Stark,0.0,0.0,18.52,74.07,18.52,18.52,74.07,37.04,37.04,37.04,37.04,37.04,0.0,18.52,18.52
Stephenson,0.0,20.17,24.65,33.61,24.65,17.93,24.65,20.17,24.65,38.09,15.68,31.37,42.57,40.33,31.37
Suburban Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tazewell,0.0,19.8,24.36,32.74,22.84,15.99,18.27,18.27,6.85,15.99,18.27,27.41,22.84,25.89,0.0
Union,0.0,46.39,34.79,40.59,17.4,86.99,29.0,57.99,46.39,0.0,29.0,75.39,34.79,46.39,46.39
Vermilion,0.0,29.65,21.57,20.22,29.65,41.79,29.65,47.18,40.44,41.79,22.91,24.26,33.7,24.26,29.65
Wabash,0.0,70.42,8.8,17.6,52.81,8.8,17.6,8.8,35.21,44.01,44.01,17.6,44.01,79.22,79.22
Warren,0.0,5.94,47.52,23.76,5.94,11.88,11.88,23.76,17.82,11.88,11.88,11.88,11.88,17.82,53.46
Washington,0.0,43.6,29.07,21.8,29.07,29.07,21.8,21.8,29.07,0.0,7.27,29.07,21.8,29.07,29.07
Wayne,0.0,43.27,30.9,6.18,18.54,74.17,30.9,24.72,61.81,30.9,18.54,61.81,24.72,30.9,30.9
White,0.0,21.62,43.24,14.41,36.03,86.47,57.65,57.65,36.03,93.68,57.65,86.47,72.06,28.82,64.86
Whiteside,0.0,21.55,26.93,25.14,28.73,26.93,19.75,28.73,25.14,19.75,26.93,28.73,32.32,35.91,30.53
Will,0.0,14.5,12.35,11.78,13.5,12.21,18.67,15.8,16.95,18.67,19.67,0.0,0.0,0.0,20.1
Williamson,0.0,49.14,13.4,22.34,46.16,38.72,34.25,35.74,38.72,34.25,32.76,25.32,37.23,52.12,43.18
Winnebago,0.0,22.78,19.27,15.07,28.74,27.69,26.28,26.28,31.19,30.84,24.53,25.23,30.14,29.44,29.44
Woodford,0.0,20.8,18.2,18.2,0.0,23.4,13.0,13.0,18.2,10.4,7.8,13.0,10.4,10.4,23.4
