County,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Kendall,11.37,6.07,15.92,12.13,6.83,11.38,14.41,9.86,8.34,13.65,12.13,10.62,12.13,12.13,19.72
Knox,28.02,24.02,24.02,18.01,42.03,46.03,34.02,44.03,56.04,34.02,38.03,48.03,40.03,38.02,32.02
LaSalle,31.01,26.45,14.59,15.5,20.97,17.33,30.09,38.3,33.74,35.57,28.27,23.71,36.48,30.09,20.97
Lake,14.84,17.22,15.26,11.34,19.74,19.32,18.06,21.42,15.68,20.3,17.92,18.06,22.54,21.0,19.88
Lawrence,13.09,52.36,39.27,39.27,45.81,19.63,32.72,39.27,78.53,52.36,71.99,13.09,19.63,32.72,26.18
Lee,29.29,23.43,17.57,26.36,20.5,38.07,23.43,20.5,5.86,23.43,20.5,11.71,11.71,20.5,23.43
Livingston,39.09,33.51,25.13,33.51,33.51,58.63,41.88,27.92,27.92,30.71,30.71,36.3,47.47,25.13,25.13
Logan,39.3,35.73,14.29,14.29,32.16,35.73,35.73,17.87,25.01,35.73,32.16,10.72,28.58,17.87,32.16
Macon,30.77,22.12,34.62,25.0,21.15,29.81,20.19,25.0,19.23,25.0,25.96,21.15,23.08,28.85,29.81
Macoupin,37.81,35.58,26.69,31.13,37.81,33.36,31.13,31.13,37.81,31.13,15.57,20.01,42.25,44.48,48.92
Madison,26.33,25.58,22.57,22.94,26.71,25.95,30.84,20.69,28.59,26.71,28.96,29.34,29.71,37.99,33.48
Marion,53.01,37.11,47.71,53.01,39.76,58.31,29.16,45.06,58.31,23.85,15.9,34.46,47.71,34.46,42.41
Marshall,8.52,17.03,17.03,34.07,34.07,51.1,25.55,17.03,8.52,25.55,25.55,8.52,25.55,25.55,8.52
Mason,30.57,15.28,68.78,22.93,53.49,30.57,45.85,38.21,22.93,68.78,106.98,45.85,45.85,61.13,30.57
Massac,35.29,63.52,35.29,14.12,56.46,35.29,56.46,35.29,49.4,21.17,35.29,35.29,42.35,63.52,70.58
McDonough,14.69,25.7,25.7,7.34,11.01,33.04,25.7,18.36,22.03,14.69,22.03,18.36,29.37,29.37,29.37
McHenry,19.02,16.76,13.22,14.83,12.25,19.66,22.24,15.79,20.95,24.5,20.31,24.5,22.24,19.34,24.5
McLean,19.3,15.21,13.45,10.53,16.38,10.53,15.79,18.72,12.87,12.87,21.64,14.04,19.3,19.89,28.08
Menard,16.26,16.26,8.13,8.13,24.4,24.4,8.13,40.66,8.13,40.66,40.66,24.4,8.13,8.13,24.4
Mercer,31.85,31.85,31.85,31.85,25.48,31.85,44.59,50.96,50.96,63.7,38.22,19.11,70.07,25.48,6.37
Monroe,14.3,17.16,11.44,8.58,14.3,14.3,28.6,17.16,20.02,25.74,20.02,11.44,25.74,48.62,31.46
Montgomery,28.28,28.28,10.61,17.68,38.89,24.75,17.68,21.21,17.68,21.21,21.21,14.14,31.82,24.75,31.82
Morgan,24.31,21.27,12.15,24.31,30.38,18.23,15.19,30.38,18.23,24.31,12.15,24.3,21.27,30.38,21.27
Moultrie,82.61,55.07,55.07,20.65,61.96,41.31,48.19,34.42,20.65,27.54,41.31,61.96,68.84,61.96,55.07
Ogle,25.1,11.59,32.83,25.1,15.45,17.38,34.76,19.31,9.65,19.31,19.31,19.31,38.62,50.2,38.62
Peoria,24.2,20.35,20.9,17.6,20.35,23.1,17.6,19.25,28.05,23.65,24.75,18.7,28.05,26.95,28.6
Perry,66.84,28.65,52.52,66.84,19.1,57.29,23.87,42.97,57.29,28.65,71.62,33.42,42.97,47.74,66.84
Piatt,41.98,17.99,6.0,6.0,23.99,0.0,12.0,12.0,29.99,23.99,41.98,23.99,23.99,47.98,29.99
Pike,47.49,40.71,27.14,27.14,27.14,40.71,40.71,27.14,67.85,54.28,61.06,6.78,27.14,88.2,40.71
Pope,0.0,26.57,26.57,53.15,53.15,26.57,26.57,79.72,0.0,53.15,53.15,79.72,0.0,0.0,26.57
Pulaski,19.26,19.26,96.28,38.51,0.0,0.0,19.26,38.51,38.51,19.26,0.0,38.51,77.03,57.77,38.51
Putnam,35.48,35.48,0.0,0.0,17.74,35.48,17.74,17.74,0.0,35.48,17.74,0.0,0.0,0.0,17.74
Randolph,53.05,39.78,39.78,36.47,33.15,23.21,53.04,26.52,19.89,36.47,69.62,43.1,46.41,89.51,19.89
Richland,12.65,0.0,37.94,6.32,37.94,12.65,6.32,18.97,25.3,37.94,25.3,50.59,31.62,18.97,37.94
Rock Island,33.18,27.65,15.21,24.19,17.28,22.81,25.58,26.96,20.74,18.66,39.4,29.72,58.06,40.78,56.68
Saline,42.07,37.87,58.9,63.11,58.9,37.87,29.45,16.83,50.49,29.45,33.66,63.11,63.11,88.35,84.15
Sangamon,20.37,21.39,16.81,14.26,17.32,21.39,25.47,25.97,27.5,28.01,23.94,23.43,29.03,21.9,30.56
Schuyler,72.44,14.49,14.49,57.95,14.49,14.49,28.98,43.47,0.0,28.98,14.49,57.95,43.47,72.44,14.49
Scott,20.21,0.0,20.21,0.0,0.0,0.0,20.21,20.21,60.62,20.21,40.41,20.21,0.0,0.0,101.03
Shelby,42.88,38.11,14.29,28.58,33.35,28.58,57.17,38.11,28.59,47.64,28.59,33.35,14.29,52.41,19.06
St. Clair,41.96,41.96,24.09,20.98,46.62,41.18,35.35,33.41,29.14,32.25,40.79,26.42,38.07,48.17,50.51
Stark,0.0,37.04,92.59,0.0,37.04,18.52,18.52,55.56,37.04,37.04,111.11,18.52,37.04,37.04,18.52
Stephenson,31.37,31.37,17.93,20.17,40.33,31.37,29.13,38.09,49.29,64.98,38.09,38.09,47.05,56.02,44.81
Suburban Cook,362.89,353.05,362.89,324.18,339.93,359.61,332.05,362.89,336.65,356.99,344.52,337.96,433.11,380.61,409.49
