County,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Stark,1,7,7,6,4,3,5,8,1,4,0,7,3,6,4
Stephenson,10,11,16,12,16,17,10,0,12,24,0,22,40,29,62
Suburban Cook,0,525,534,488,0,586,710,0,833,0,0,773,848,738,1642
Tazewell,74,40,43,45,44,34,59,0,57,52,0,73,109,85,0
Union,10,15,9,4,13,6,5,0,4,0,0,5,15,12,42
Vermilion,14,12,24,34,22,16,20,0,22,14,0,40,79,90,168
Wabash,0,3,1,3,3,4,3,0,4,6,0,4,11,9,30
Warren,4,5,4,2,7,3,8,0,2,4,0,6,13,15,40
Washington,2,1,0,1,2,2,2,0,6,5,0,2,10,8,24
Wayne,1,2,3,3,4,4,4,0,4,4,0,3,15,9,34
White,24,34,19,18,21,25,17,0,21,53,0,26,55,51,118
Will,31,98,124,103,103,114,132,0,203,182,13,11,58,67,632
Winnebago,67,52,72,66,71,83,90,0,106,159,137,129,188,191,366
Woodford,19,29,29,20,0,20,25,0,25,32,0,27,23,13,50
