County,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Stark,2,4,6,1,6,6,7,4,5,2,0,3,12,8,12
Stephenson,40,34,33,40,37,24,38,0,23,27,0,26,64,93,62
Suburban Cook,0,868,1096,1092,0,968,996,0,1174,0,0,1274,3511,2053,2618
Tazewell,74,86,72,69,68,86,73,0,67,60,0,56,111,165,0
Union,12,15,16,13,11,9,16,0,13,0,0,13,21,32,18
Vermilion,49,80,54,42,49,85,88,0,39,54,0,50,84,157,144
Wabash,0,7,4,7,5,17,10,0,5,6,0,8,15,15,6
Warren,21,13,16,13,10,7,12,0,6,13,0,10,31,28,20
Washington,14,9,18,14,10,9,7,0,14,6,0,10,17,21,24
Wayne,17,13,17,19,14,20,20,0,19,12,0,12,31,29,20
White,53,56,43,48,45,71,73,0,40,40,0,46,178,101,98
Will,44,207,209,228,252,253,249,0,300,299,36,39,76,97,722
Winnebago,149,153,151,169,162,161,171,0,140,145,242,168,324,303,470
Woodford,23,24,23,24,0,24,17,0,15,18,0,30,46,58,44
